1 .6400
2 .9959
3 1.2977
4 1.6443
5 2.0327
6 2.3284
7 2.5592
8 2.8689
9 2.8128
10 2.8919
11 2.9242
12 3.0739
13 3.2230
14 3.2310
15 3.2012
16 3.2602
